"найменше потерпіли останні вагони з арештантами" "найменше потерпіли останні вагоні з арештантами"
"новий тип джерела струму був значно надійнішим ніж електростатичні генератори що використовувалися до того" "новий тип джерела струму був значно надійнішим ніж електростатичні генератори що використовувалися до того"
"попереду неї крутилися на конях чотири вершники очевидно командири" "поперед у неї крутилися на конях чотири вершники очевидно командири"
"бо нігде рифм уже достать" "бо ніг де рівм уже достать"
"а залишилося ще декілька повстанців що не мали зброї" "а залишили ще декілька повстанців що не мали зброї"
"я приготував свої кольти" "я приготував свої кольти"
"односкладне речення" "односкладне речення"
"тим часом червоні зєднали свої лави впорядкували їх і рушили в наступ" "тим часом червоні зіднали свої лави впорядкували їх і рушили в наступ"
"присвятив себе медицині и юриспруденції" "присвятив себе медицин юриспруденції"
"лізь на дерево де ще трохи листя є" "вісь на дерево де ще трохи листя є"
"пішком не треба і коня" "пішком не треба і коня"
"бачте я вірю в передчуття" "бачте я вірю перечуття"
"тоді слово за гранатою" "тоді слово за гранатою"
"і щоб оцей пожар погас" "і щоб оцей пожар погаз"
перше перше
"увійшли чотири представники з полків члени воєнного суду" "увійшли чотири представники з полків члени воєнного суду"
"тьотю ніно а чому ти так грубо говориш" "тойтюніно а чому ти так грубо говориш"
"палац ректорів розташовано на узбережжі в старому центрі міста" "палац ректорів розташована на узбережжі в старому центрі міста"
"в хлюста в пари в візка іграли" "в хлю став пари візкайгерали"
третій треті
"гриб прийшов із замятниці пішки залишивши абрека у селянина" "гриб прийшов із замятниціпіжки залишивши абрякову селянина"
зрозуміли зрозуміли
"чжаньґо характеризує унікальний плюралізм думки" "чжаньґо характеризує унікальний плюралізм думки"
"сто чортів та ви ж у криму недавно були" "сто чуртів та віжукриму не давно були"
"назва гурту зявилася після сонячного затемнення" "назва гурту зявілася після сонячного затемнення"
"очуняв у рові" "очуняв урові"
"здичавів дух і не впізнає тіла" "здичавівдуг і не впізнає тіло"
"до льоху увірвалося денне світло і сходами збігла гарненька дівчинка може років десяти" "до льоху увірвалося денне світло і сходам збігла гарненька дівченка майже років десяти"
"скрізь давала лад жінка" "скрізь давала лажінка"
"ну а коні як" "ну а коні як"
"коли б господь дав скоріше" "коли б господь дав скоріше"
"молоко спочатку проходить крізь фільтр а потім надходить на вакуумний охолоджувач" "молоко спочатку проходить крізфільтр а потім надходить на вакумний охолоджувач"
"трупи заважали чекістам і вони стали складати їх попід стіни у високі стоси" "трупи заважали чекіста і вони стали складати їх по під стіни у високі стоси"
"маленький хлопчина у козацькому строї дуже добре продекламував суботів тараса шевченка" "маленький хлопчина у кузацькому строї дуже добре продекламував суботівтараса шевченка"
"заходять старшинилубенці" "заходять старшини лубенці"
"іул енеєвич дочувшись" "юл енеєвич дочувшись"
"почулося хропіння зляканих коней" "почулося хропіння зляканих коней"
"мої великі кулаки" "мої великі кулаки"
"але болбочан відповів відмовою і не пропустив німецький бронепоїзд через сиваш" "але болбочан відповів відмовою і не пропустив німецький бронепоїз через сива ж"
"а буйні голови поклали" "а буйнiй голови поклали"
"наше військо відступило за збруч і яка його подальша доля невідомо" "наше військо відступило за збруч і яка його подальша доля невідома"
нульова нульова
"ми обидва числилися за будьонів ським особотдєлом один вирок мусив бути" "не обидва чи слові за будьонівськив сабаділом один вирок мусив бути"
"стрепенувшись вона впивається мені в очі заяснілим поглядом" "стрепенувшись вона впивається мені в очі заяснілим поглядом"
"коли другий ворожий відділ сховався у вибалку обоз мав ще версту шляху до лісу" "коли другий ворожі відділ сховався у вибалкуобоз мав ще версту шляху до лісу"
"до обіду на тракті за тясмином не зауважили ніякого руху" "до обіду на тракязятьтясмином не зауважили ніякого руху"
"я хотіла відібрати собі життя" "я хотіла відібрати собі життя"
"винцем церковним" "вінцем церковний"
"дніпро замерз пароплави не ходять обдирати нема кого стріляти нема кого" "ні про замерс пароплави не ходять дерати нема кого стріляти нема кого"
"ізпід стріхи чорніють сліди пожежі" "із підстріхи чорніютьсь люди пожежі"
"підходить другий" "підходить другий"
"голий замахав руками" "голий замахав руками"
"чорнота глянув на двері й зітхнув" "чорнота глянув на двері й зітхнув"
"та далеко не зайшов втратив свідомість" "то далеко не зайшов втратив свідомість"
"уже світало" ужесвітало
"у дверях зіткнувся із двома молодими черницями що несли мені ковдру" "у тверях зіткнувся із двома молодими черницями що несли мені ковдру"
"у цьому полі синьому як льон" "у цьому полі синьому я кльон"
"біля будинку міліції стрілянина" "біля будинку міліції стрілянина"
"у гребінці пересадка" "у гребінці пересадка"
"чекаємо деньдругий на отаманів нема нікого" "чекаємо день другий на отаманівнема нікого"
"я далі жартую та ніхто шось не сміється" "я далі жартуй та ніхто щось не сміється"
"шмаркаті жиденята поодягали револьвери та й знущаються над українським народом" "шмаркатіждинята поодігали револьвери та й знущається над українським народом"
"потім крутнув кучерявою головою" "потім крутнув кучерявою головою"
"стояли мовчки всі смутні" "стояли мовчки всі смутні"
"понуро мовчала озброєна юрба і в тій мовчанці відчувалася велична грізна обітниця помсти" "понуро мовчала озброєна юрба і в тій мовченці відчувалась величезна грізна обідниця помсти"
"тісниться люд і все тріщало" "тіснеться люд і все тріщало"
"з групи зілинського не загинув жоден вояк" "з групи зілинського не загинув жоден вояк"
"ти мені можеш бути потрібний" "ти мені може бути потрібний"
"загородній захопив потяг із будьонівським обмундируванням" "загородній захопив потяг із будьонівським обмудеруванням"
"не поспішайте нею обурюватися" "не поспішойте в неї убурюватись"
"на двері навели ще один кулемет" "на двері на вели ще один кулемет"
"як щось справді трапиться кинуть дві бомби" "якщо справді трапиться кинуть дві бомби"
"мовчки дивлюся на нього" "мовчки дивлюсь на нього"
"дала стариганю поклон" "дала старіганюпоклон"
"отамани що приїхали залишилися ночувати в мельниках" "отамани що приїхали залишилися ночувати в мельниках"
"свою уславлену гармату затопив у очереті" "свою славнугармату затупив у череть"
займенник займенник
"у нашому штабі відбулася нарада" "у нашому штабі відбулася нарада"
"переходимо в ліс верст за три від івангорода" "переходимо в ліс верст сатріє від івангорода"
"повстанців добивали вже по квартирах" "повстанців добивали вже по квартирах"
"кьонджу практично не постраждав під час війни залишаючись під контролем південної коаліції" "конджу практично не постраждав під час війни залишаючись під контролю південної коаліції"
"щодня тепер зявлялися в мельниках незнайомці щось купували або продавали" "щодня тепер зявлялися в мельниках незнайомці щось купували або продавали"
"то треба угодити їй" "то треба угодять їй"
"олексію любий пане" "олексію люби й пане"
"мерзенне чудо се стояло" "мевзе не чудусе стояло"
"коли еней мене бажа" "коли еней мене бажа"
"у ніякім положенню і в жодних умовах він не тратив здібності орієнтуватися" "у ніяким положення і в жодних умовах він не втратив здібності орієнтуватись"
"упізнати звичайно не міг" "упізнати звичайно не міг"
"цей шлюб сприйняли як грандіозний союз капіталізму и політики" "цей шлюб сприйняли як грандіозний союз капіталізму й політики"
"амату з турном я зєднаю" "а мату з турном я зєднаю"
дарую даруй
"червоні завзято розшукують наш слід розпитують селян куди пішла банда марусі" "червоні завзято рушукують наш слід розпитують селян куди пішла бандамарусі"
"під ним вона огонь кресала" "під ним вона огонь кресала"
"мазкою хоче хто умитись" "мазку й хоче втуумитись"
"під вечір отаманенко відрядив десять хлопців аби принесли з найближчого села околотів для спання" "підвечір отаманенковідрядивь десять хлопців аби принесли з найближчого села околодів для спання"
"звісно можна було нещасливо натрапити на червоноармійця" "звісно можна було нещасливо натрапити на чигонарамійця"
"на сьогодні кожен пятий громадянин країни має іноземне походження" "на сьогодні кожен пятий громадянин країни має іноземне походження"
десятих десяти
"за третім стрілом командир упав навзнак" "за третім стрілом командирповнав знак"
біг біг
"гляди не озирайсь біжи" "гляди не озирайсь біжи"
"і почнуть воду в ступі товкти" "і почнуть воду в ступі токти"
"дам вам їсти" "дам вам їсти"
"так він приказав забрати їх до вагона" "так він приказав забрати їх до вагона"
"ліворуч на горі під вартою крилатих вітряків старий готичний косцьолек" "ліворуч на горі підвартою крелатихвітряків старий готичний костьолек"
"що може бути простіше ніж домовитися з черговим чиновником за допомогою чергових зелених купюр" "що може бути простіше ніж домовитися з черговим чиновником за допомогою чергових зелених купюр"
"командири намагалися підняти її та це їм не вдалося" "командири намагалися підняти її та це їм не вдалося"
"однак офіційні німецькі документи свідчать проти нього" "однак офіційні німецькі документи свідчать про нього"
"у медвині була міцна повстанська організація щось на зразок холодноярських сіл" "у медвині була міцна повстанська організація щось на зразок холодно ярських сіл"
"на горі води нема стільки в ярах" "на горі й води нема стільки в ярах"
"поки що я отут працюю в лікарні помагаю в канцелярії" "поки що я у тут працюю в лікарні помагаю в канцелярії"
"зате прибули хлопці котрі відвозили пораненого отамана деркача" "за те прибули хлопці котрівййдвозели пораненого отамана деркача"
"непоширені і поширені речення" "не поширені і поширені речення"
"пішов лісом навпростець" "пішов лісу не в простець"
"ставши осторонь за чекістом почав вимовляти різні собачі клички німецькою мовою" "ставши осторонь за чекістом почав вимовляти різні субачіклички німецькою мовою"
"оставмо ж сих хропти соньків" "оставмошсях хробкисонькiв"
"піду сам гляну одізвався бугай і зник у кущах" "піду сам глянуодізвався бугай і зник у кущах"
"дочка лависячепуруха" "дочка лавися чепуруха"
"ну звичайно знаю" "ну звичайно знаю"
"бурлаки й активний місцевий елемент захопивши зброю зникають у лісі та стежать за" "бурлаки й активний місцевий елемент захопивши зброю зникають у лісі та стежить за"
"та вранці ми вже червоних не зустріли вони вночі втекли в напрямку цвіткового" "та вранці ми вже червоних не зустріли вони вночі втекли в напрямку цвіткового"
"двох коней убито одного важко поранено гранатою в живіт" "двох коней убито одного важко пораненого гранатою в живіт"
"особливий відділ має кілька десятків одиночок у єлисаветградській каторжній тюрмі" "особливий відділ має кілька десятків одиночок у єлисавградський катужній тюрмій"
"означальні прислівники" "означальні прислівники"
"хто йде їх стала окликать" "хто йде їх стало укликать"
"залізняк дочко" "залізняк дочку"
"я для вас алов і всьо" "я для вас алу і всьо"
"перевагою компактних ламп є стійкість до механічних ушкоджень і невеликі розміри" "перевагою компактних лоб є стількість до механічних ушкоджень і не великі розміри"
"помилуй батьку затемнення на мене найшло" "по мило й батькузатямнення на мене найшло"
"у міжльодовиковий період рівень моря знову наблизився до сучасного" "у між льодовиковий період рівіньморя знову наблизіься до сучасного"
"замиготіли здаля вогні камянки і косарів" "за меготілиздаля вогні камянки і косарів"
"у наступні дні мотря знову зажила життям воєнної фортеці" "у наступні дні мотря знову зажила життям воєнної фортеці"
"рейки не піддавалися" "рейки не піддавалися"
"подруге щоб опанувати становище їм необхідні люди які знають населення обставини й умови" "подруге що б опанувати становище їм необхідні люди які знають населення обставини й умови"
звук "з бук"
перша перша
"старе серце закінчувало службу" "старе серце закінчувало службу"
"чому ж ми маємо дивитися коли бються вони" "чому ж ми маємо дивитися коли бються вони"
"як голодом нам помирать" "як голодом нам помирать"
"у лісі коло монастиря зявилася маленька могила моїх великих мрій" "у лісі коло монастиря зявілася маленька могила моїх великих мрій"
"солоність води відбивається на росту устриць й їхніх смакових якостях" "солоність води відбивається на росустриць їхніх смакових якостях"
"виходило що у землянці гостювали якісь пани з міста" "виходило що у землянці гостювали якісь пане з міста"
"не дожидаючи темноти поспішаємо до бовтишки щоб не випустити червоних але спізнюємося" "недожідаючі темноти поспішаємо до болтижки щоб не випустити червоних але спізнюємося"
троє троє
"учора на ярмарку" "учора на ярмарку"
"амати смерть ся бусурманська" "а мати смерть сябусурманська"
"речення зі вставними і вставленими компонентами" "речення із ставними і вставленими компонентами"
"мисліте по землі писав" "мислі те по землі пса"
"конкретні і абстрактні іменники" "конкретні і абстрактні іменники"
"самі знаєте батька та брата вбито того року під олександрівкою" "самі знаєте батька та брата вбито того року під олексиндрівкою"
"тепер ми оточені сімсот кіннотників у лісі" "тепер ми оточені сімсот кіннотників у лісі"
"із розмови виходило що господиня збирається на базар" "із розмови виходило що господиння збирається на бозар"
"джерела фразеології" "джерела фрезеологій"
"віддаляючись під прямим кутом від нашого напрямку тріскотіли в лісі рушниці чорнолісців" "віддаляючись під прямим кутом від нашого напрямку трискутіли в лісі рушниці чорнолістів"
"увійшов і ліг коло ніг винувато замахавши хвостом" "увійшов і ліг коло ніг винувато замахавши хвостом"
"хай хтось зі старшин його заступить як буде потреба" "хай хтось із старшин його заступить як буде потреба"
"поприходили з киями та рогачами хочуть комісію бити за кривди що їм чинила" "по приходили з киями та грогачами хочуть комісію бити за кривди що їм чинило"
"орда вийшла зі степів жирувати в українських селах" "орда вийшла із степів жірувати в українських селах"
"обличчя біле як крейда" "обличчя білі як рейда"
"потім на всіх парах чкурнув до черкас" "потiм на всіх парахчкурнув до черкас"
"тут братику є ще один єлисаветський смертник житкевич" "тут брати куєщеодинєлесаветський смертник жіткевич"
"довкола підводи їхали кіннотники" "довкола підводи їхали кіннотники"
"підрядні речення часу" "підрядні речення часу"
"зевес тогді кружав сивуху" "зевестогді кружав сивуху"
"якраз війна і закипить" "якраз війна і закіпить"
"козаки співали пісні а дута оркестра вигравала марші" "козаки співали пісні адутеоркестра вигравала марш"
"харчується кріт ґрунтовими безхребетними серед яких переважають дощові червяки" "харчується кіт ґрунтовими безхребетними серед якикпереважають дущові червяки"
"назвою компанії стала абревіатура початкових літер прізвищ її засновників" "назвою компанії стало абрівеатура початкових літер прізищ її застовників"
"петренко накинувся на бугая що йому забагнулося возитися із чекістським псом" "петренко накинувся на бугая що йому забаглося возитися із чекіцьким псом"
"бригада переважала нас числом мала дві гармати" "бригада переважала нас чи сум мала дві й гармати"
"шахрай розповість що десь взагалі не треба знати мов взагалі не мати освіти" "шахрай розповість що десь взагалі не треба знати мов взагалі не мати освіти"
"до фастова дісталася з якимось польським обозом" "до фастова дісталося з якимусь польським обозом"
"ми не переймалися що розвідники отримували завдання і вирушали одночасно" "ми не переймалися що розвідники отримували завдання і вирушали одночасно"
"прості складні і складені сполучники" "простіскладні і складені сполучники"
"рушаємо слідом" "рушаємо слідом"
"великий кутюрє виявився талановитим в усьому" "великий кутюрє виявився талоновитим у всьому"
"вночі ж було не без гостей" "вночі ж було не без гостей"
"залягаємо на узліссі неподалік села" "залягайому на узлісі неподалік села"
"і ціловать її біжить" "і ціловать її біжить"
"треба перервати" "треба перервати"
"чи може її убив хтось інший" "чи може її убівтусьінший"
прислівник прислівник
"наші втрати декілька легко поранених козаків і коней" "наші втрати декілька легко поранених козаків і коней"
"не збереглось жодних згадок про вигляд вінців якими коронувались ці князі" "не збереглос жодних згадок про вигляд вінців якими коронувалисьці князі"
"а командир як тупне ногою як крикне" "а командир як тукне ногою як крикне"
"серце тривожно забилося" "серце тривожно забилося"
"попереду і позаду панцирник мав по звичайній порожній платформі" "попереду і позаду панцирник мав по звичайній порожній платформі"
"чи рибу з дону везете" "чи ж є буздонувезети"
"запас харчів віддали на сховок лісникові" "запас харчі відали на сховоклісникові"
"кобри бють новачка" кобрябютьновачка
"початок операції надихнув її учасників" "початок операції надихнув її учасники"
"інші ознаки дієприслівника" "інші ознаки дієприслівника"
"оля похитала головою" "оля похитала головою"
"а наше ліве крило було відкрите" "а наше ліве крило було відкрите"
"ця братія під гаслом боротьби з бандітізмом грабувала і вбивала ґвалтувала жінок палила хати" "ця брятія під гаслом боротьби з беннітізмом рабувала вбивала ґвалтувала жінок палила хати"
"після вечері майже всі поїхали на виставу до медведівки околиця якої зливалася з мельниками" "після вечері майже всі поїхали на виставу до медведівки околиці якоїсь зливалася з мельниками"
"червоні вийшовши на горб який ми залишили починають стріляти" "червоні війшувши на горб якими залишили починають стріляти"
"населення всієї таврії виходило з сіл і містечок щоби привітати наше військо" "населення всієї таврії виходило з сіл і містечок щоби привітати наше військо"
"колишнього вождя чигиринської республіки червоні прилюдно розстріляли на станції знамянка" "колишнього вождя чигиринської республіки червоні прилюдно розстріляли на станції знамянка"
"а козаки кидали нові гранати" "а козаки кидали нові гранати"
"ні розвідки вперед ні стежі до лісу" "ні розвідки вперед ні стежі до лісу"
"у хаті в темряві дзвеніла стрілянина лунали крики" "у хаті в темряві звеніла стрілянина лунали крики"
"кушнірський ткацький шаповальський" "кушнірський ткацький шаповальський"
"лежали губка кремінець" "лежали губка крямінець"
"більшість запорожців здалися" "більшість запорожців здалися"
"стременний думав що то звір" "стремений думав що то звір"
"кожен наступний градус ґрунтується на попередньому" "кожен наступний градусґрунтується на попередньому"
"помічаю що народних пісень тут співають не примітивно з викриками як звичайно в селах" "помічающо народних пісень тут співають не примітивно з викриками як звичайно в селах"
"вибухнули гарматні набої" "вивукнули гарматні набої"
"близько сотні лісовиків зосталися стерегти землянки в усіх трьох таборах" "близько сотні лісовиків зостали старих ті землянки в усіх трьох таборах"
"за хвилину вернувся" "за хвилину вернувся"
"між володінням кримом і союзом із німеччиною український уряд обрав останнє" "між володіння кримом і союзом із німеччиною український уряд обрав останнє"
"цариці мусим сю піднесть" "царіці мусимсю піднесть"
"я комсомолецьчекіст смерть петлюрівським бандитам хай живе третій інтернаціонал" "якомсомались чекістсмерть петлюрівським бадитом хай живе третій інтернаціонал"
"собі убори добирав" "собі борє добирав"
кома кома
"червона дивізія внутрішньої служби пересунула свої частини в нашому напрямку ведучи інтенсивну розвідку" "червона дивізія внутрішньої служби пересунула свої частини в нашому напрямку ведучи інтенсивну розвідку"
"для цього принесли двадцять пачок піроксиліну і двадцять тритолу" "для цього принесли двадцять бачу піроксиліну і двадцять тритол"
"тіло її торкнулося мого" "тiлу її торкнувся мого"
"за півгодини полк вишикувався перед школою" "за півгодини полк вишикувся перед школею"
"санація вогнищ хронічної інфекції" "санація вогнищ хронічної інфекції"
"більшість присутніх на цей вибух австрійця засяяли посмішками" "більшість присутніх на цей вибух австрійця засяїли посмішками"
"гречаний з часником панпух" "гречонізчосником помпуг"
"еней тут добре колобродив" "еней тут добре коло брали"
"складаючись в єдине ціле ці частини тим не менш є автономними творами" "складаючись єдине цілиці частини тим не менше автономними творами"
"треба було забрати у нього револьвер ще на лісничівці" "треба було забрати у нього револьвер ще на лісничівці"
"тіна роздивлялася в темноті" "стіна роздивлялася в темноті"
"туди мали приносити із сіл харчові запаси до них мали вести звязкових" "туди мали приносити із сіл харчові й запаси до них мали вести звязковиг"
"аж лився деколи і піт" "жлився де коли і під"
"було там із десяток золотих монет і кільканадцять здертих із когось золотих перснів" "було там із десяток золотих монет і кільканадцять здертих із когось золотих персні"
"коли б олимпські не мішались" "коли б олимпський не мішались"
гарна гарна
"у тій хаті жило двоє сиріт веселих дівчат" "у тій хаті жілудвоїсиріт веселих дівчат"
"щоб хто дорогу показав" "що б хто дорогу показав"
"не хочу не хочу запротестувала дуся" "не хочу не хочу за протестувала дуся"
"господарі були добрими знайомими олі" "господарі були добрими знайомими олі"
"блакитний розвів руками" "блакетни й розвів руками"
"що ж буде як розсержусь я" "що ж буде як розсержусья"
"ясно було що винен був уряд" "ясно було що винен був уряд"
"потім почав зашивати розпорене" "потім почав зашивати розпорене"
"прокинувшись уже не міг заснути" "прокинувись уже не міг заснути"
"ійон ійон же вража мати" "ійо і йонже вражамати"
"часи дієслів" "часи дієслів"
"а у кваші були хлопці з того села" "а у кваші були хлопці з того села"
"таким чином першою пролунала думка про можливий поділ губернії на українську та неукраїнську частини" "таким чином першої пролунала думка про можливий поділ губернії на українську та не українську частину"
"звелів носилки з верболозу" "звелівносилки зверболозу"
"найдавнішою спорудою міста ж сьогодні є руїни францисканського монастиря" "найдавнішої спорудої міста сьогодні є руїнифранцисканського монастиря"
"коло школи з деревяними рушницями граються у війну школярі" "коло школи з дерівяними рушницями граються у війну школярі"
прокляті прокляті
"вступило із села до загону" "виступило із села до загону"
"сюди поганцібакаляри" "сюди поганці бакаляри"
"нарешті повірили що таки наш" "нарешті повірили що таки наш"
"повертаючись до холодного яру ліквідували волосний ревком у трилі сах" "повертаючись до холодного яру ліквідували волосній ривкомутри лісах"
"вам нужда до чужих яка" "вам нужда до чужих яка"
"коли їх запитали куди їдуть то отримали відповідь додому на україну" "коли їх запитали куди їдуть то отримали відповідь додому на україну"
"ударники таки заскочили на хутори" "ударниктики заскочили на хутори"
"і сна од яву не розчовп" "існа одяву не розчовб"
"прийшов до штабу чотовий хмари повідомив що крутиться в селі не місцевий селянин" "прийшов до штабу чутовії хмари повідомив що крутиться в силі не місцеві й селянин"
"проте тут їх наступ зупинився" "проте тут їх наступ зупинився"
"перемишль був осідком одного з найдавніших на галицьких землях єпископства" "перемишльбув осідком одного з найдавніших на галицьких землях єпископства"
"намацав у сінях мішок зі збіжжям" "на мацав у сінях мішохізбіжжя"
"тож святвечір зустрічаємо під землею" "тож свят вечір зустрічаємо під землею"
"а я лежала мов камінна аж поки не прийшли люди" "а я лежала мовкаміна аж поки не прийшли люди"
"історичний з експонатами нашої козацької та степової історії" "історичний з експонатамі нашої козацької та степової історії"
"коли ви вимикаєте радіо шансон у лісі помирає ще один кобзон" "коли ви вимикаєте радіошансон у лісі помирає ще один кобзон"
"тростянець став адміністративним центром ґміни" "тростянець став адміністративним центром ґиміни"
"ні юрію" "ні юрію"
"серце зупинилося під час молитви" "серце зупинилося під час молитви"
"нагадували ліниві рухи тигра в клітці" "нагадували ліневірухитиграв кліці"
"колишній каторжанин злодій з одеси фахівець із пограбування церков" "кулишний каторжанин злодійзудеси фахівець із пограбування церкву"
"серед тутешніх рієлторів із табличками на грудях" "серед тутяжніг рієлторім із табличками на грудях"
"за кучму сю твою велику" "закучмусю твою велику"
"не тільки тому що добре куліш варив" "не тільки тому що добре куліш варив"
"так ми довідалися що мамай поки дніпро не замерз полював із плавнів на пароплави" "так ми то відали що мама й поки дні про не замерспольвов і сплавнів на пароплави"
"що вже з енеєм розмовляли" "що вже з енеєм розмовляли"
"на сьогодні цей музей є одним із найбільших і найбагатших скарбниць азербайджанської духовної культури" "на сьогодні цей музей є одним із найбільших і найбагатших скарбниць азербайджанської духовної культури"
